Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1      1439      1439          0       1002      1415      1019     254750       2.000
    2      2133       693          0       1002      3203      1111     277826       4.000
    3      3466      1333          0       1002      1418       945     236436       4.667
    4      3998       531          0       1002      4211      1119     279808       6.135
    5     10823      6825        689       1002       338      1154     288654       2.000
    6     18439      7615       5615       1002       266      1016     254082       2.000
    7     20032      1592          0       1002      1170       932     233115       2.407
    8     21274      1241          0       1002      1484       921     230404       3.165
    9     22173       899          0       1002      1734       779     194933       4.266
   10     23307      1134          0       1002      1398       793     198266       5.132
   11     24049       741          0       1002      2191       812     203169       6.390
   12     24982       933          0       1002      1729       806     201716       7.457
   13     26119      1137          0       1002      1882      1070     267691       8.320
   14     26957       837          0       1002      2259       946     236530       9.482
   15     27148       190          0       1002      8524       811     202998      11.292
   16     27204        56          0       1002     32719       927     231991      13.235
   17     29606      2401          0       6002      5849      7023    1755827      12.833
   18     30937      1331          0       6002      9768      6503    1625893      13.502
   19     47185     16247       2745       6002       835      6785    1696486       2.000
   20     52194      5009       3009       4002      1831      4586    1146745       2.000
   21     58327      6132       4132       4002      1403      4303    1075965       2.000
   22     59345      1018          0       1002      2140      1090     272598       2.981
   23     60304       958          0       1002      2100      1006     251612       4.023
   24     61056       752          0       1002      2261       850     212723       5.271
   25     61872       815          0       1002      2249       917     229343       6.455
   26     62562       689          0       1002      2324       801     200468       7.765
   27     63406       843          0       1002      1941       819     204863       8.921
   28     64101       695          0       1002      2703       940     235088      10.225
   29     64865       763          0       1002      2766      1056     264170      11.462
   30     65764       898          0       1002      1953       877     219390      12.563
   31     66627       862          0       1002      1994       860     215151      13.700
   32     67309       682          0       1002      3012      1028     257050      15.018
   33     68544      1234          0       1002      1676      1034     258720      15.783
   34     69401       856          0       1002      2535      1086     271582      16.926
   35     70445      1044          0       1002      2354      1229     307361      17.882
   36     71050       604          0       1002      3970      1200     300176      19.277
   37     71851       800          0       1002      2620      1049     262322      20.476
   38     74769      2918          0       1002       654       954     238656      19.558
   39     75925      1155          0       1002      1595       922     230537      20.402
   40     76760       834          0       1002      2163       903     225791      21.567
   41     76998       237          0       1002      7085       842     210560      23.329
   42     77789       791          0       1002      1954       773     193322      24.538
   43     78408       618          0       1002      2818       871     217898      25.919
   44     79277       868          0       1002      2561      1112     278194      27.051
   45     80407      1130          0       1002      1552       877     219280      27.920
   46     90764     10356          0       1002       166       860     215102      19.564
   47     99329      8565          0       1002       235      1007     251815      12.998
   48    104935      5605          0       1002       363      1019     254855       9.393
   49    117615     12680       3287       1002       178      1129     282290       2.000
   50    121299      3684       1684       1002       665      1226     306522       2.000
   51    123071      1771          0       1002      1293      1145     286359       2.228
   52    124738      1667          0       1002      1304      1087     271950       2.561
