Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1       558       558          0       1002      3646      1019     254750       2.000
    2      1142       583          0       1002      3806      1111     277826       4.000
    3      1604       461          0       1002      4099       945     236436       5.539
    4      2168       564          0       1002      3964      1119     279808       6.974
    5      2693       525          0       1002      4398      1154     288654       8.449
    6      3007       313          0       1002      6480      1016     254082      10.135
    7      4855      1848          0       4002      4002      3698     924567      10.287
    8      5248       392          0       1002      4691       921     230404      11.894
    9      5730       482          0       1002      3235       779     194933      13.412
   10      6208       478          0       1002      3316       793     198266      14.934
   11      6678       469          0       1002      3459       812     203169      16.464
   12      7365       686          0       1002      2350       806     201716      17.778
   13      8224       858          0       1002      2493      1070     267691      18.919
   14      8889       665          0       1002      2841       946     236530      20.253
   15      9794       904          0       1002      1795       811     202998      21.348
   16     10372       578          0       1002      3209       927     231991      22.770
   17     11484      1111          0       1002      1892      1052     263035      23.658
   18     12307       822          0       1002      2689      1106     276603      24.835
   19     13324      1016          0       1002      2190      1113     278375      25.819
   20     14821      1497          0       1002      1632      1222     305651      26.321
   21     16346      1524          0       1002      1503      1145     286426      26.797
   22     17585      1239          0       1002      1759      1090     272598      27.557
   23     19677      2091          0       1002       962      1006     251612      27.465
   24     20339       661          0       1002      2571       850     212723      28.803
   25     20940       601          0       1002      3051       917     229343      30.202
   26     21598       658          0       1002      2436       801     200468      31.544
   27     22366       767          0       1002      2134       819     204863      32.776
   28     23018       651          0       1002      2885       940     235088      34.124
   29     23990       971          0       1002      2174      1056     264170      35.153
   30     25105      1115          0       1002      1574       877     219390      36.038
   31     27386      2280          0       1002       754       860     215151      35.757
   32     28418      1032          0       1002      1991      1028     257050      36.724
   33     28769       350          0       1002      5907      1034     258720      38.374
   34     29528       759          0       1002      2861      1086     271582      39.615
   35     30143       615          0       1002      3995      1229     307361      40.999
   36     31534      1390          0       1002      1727      1200     300176      41.609
   37     35158      3624          0       1002       578      1049     262322      39.985
   38     36486      1327          0       1002      1437       954     238656      40.657
   39     37522      1036          0       1002      1780       922     230537      41.621
   40     38709      1186          0       1002      1522       903     225791      42.434
   41     39758      1049          0       1002      1604       842     210560      43.385
   42     40908      1149          0       1002      1344       773     193322      44.235
   43     42072      1164          0       1002      1497       871     217898      45.071
   44     42973       900          0       1002      2470      1112     278194      46.170
   45     43637       663          0       1002      2643       877     219280      47.506
   46     44231       594          0       1002      2896       860     215102      48.912
   47     45062       831          0       1002      2423      1007     251815      50.081
   48     45498       436          0       1002      4674      1019     254855      51.645
   49     48221      2722          0       1002       829      1129     282290      50.922
   50     49337      1116          0       1002      2196      1226     306522      51.806
   51     49795       457          0       1002      5005      1145     286359      53.348
   52     50759       964          0       1002      2255      1087     271950      54.384
   53     51455       695          0       1002      2914      1014     253536      55.688
   54     52052       596          0       1002      3459      1032     258063      57.091
   55     54966      2913          0       1002       594       866     216653      56.177
   56     55713       746          0       1002      2254       841     210472      57.431
   57     55915       202          0       1002      7987       808     202110      59.228
   58     61527      4310          0       1002       368       793     198453      55.617
   59     63717      2189          0       1002      1076      1178     294537      55.428
   60     64935      1217          0       1002      1533       933     233429      56.210
   61     68744      3808          0       1002       387       738     184579      54.401
   62     69993      1249          0       1002      1462       913     228462      55.152
   63     71405      1411          0       1002      1528      1078     269699      55.740
   64     72459      1053          0       1002      1933      1018     254745      56.686
   65     73226       767          0       1002      3095      1187     296877      57.919
   66     74392      1165          0       1002      1962      1143     285901      58.753
   67     75792       599          0       1002      3762      1127     281936      59.354
   68     78276      1082          0       1002      1940      1049     262483      58.872
   69     80272      1094          0       1002      1915      1048     262019      58.877
   70     82498      1324          0       1002      1277       846     211534      58.653
   71     83809       610          0       1002      2784       850     212505      59.342
   72     86319      1107          0       1002      1500       831     207755      58.834
   73     89156      1936          0       1002       850       823     205946      57.998
   74     95967      6810          0       1002       321      1095     273908      53.187
   75     97476      1508          0       1002      1242       936     234233      53.679
   76     98539      1062          0       1002      1404       746     186629      54.616
   77    101188      2649          0       1002       682       903     225923      53.967
   78    102339      1151          0       1002      1854      1067     266807      54.816
   79    103513      1174          0       1002      1752      1028     257247      55.641
   80    105168      1654          0       1002      1357      1122     280708      55.987
   81    106678      1510          0       1002      1632      1233     308258      56.476
   82    107824      1145          0       1002      2001      1146     286630      57.330
   83    111115      3291          0       1002       670      1103     275824      56.039
   84    112181      1066          0       1002      1972      1051     262827      56.973
   85    113293      1111          0       1002      1509       838     209712      57.861
   86    116684      3390          0       1002       538       912     228045      56.471
   87    120920      4236          0       1002       395       836     209238      54.234
   88    130904      9984          0       1002       162       813     203406      46.250
   89    136378      5473          0       1002       349       957     239452      42.777
   90    140933      4555          0       1002       455      1037     259385      40.222
   91    142842      1909          0       1002       927       885     221335      40.313
   92    145760      2917          0       1002       560       818     204612      39.395
   93    147397      1637          0       1002      1186       971     242863      39.757
   94    150614      3216          0       1002       622      1001     250359      38.541
   95    152506      1891          0       1002      1132      1070     267709      38.649
   96    159946      7440          0       1002       331      1232     308044      33.208
   97    162448      2501          0       1002       948      1186     296743      32.707
   98    168321      5872          0       1002       373      1095     273829      28.834
   99    170775      2454          0       1002       802       985     246352      28.379
New connection was opened
  100    175338      4562          0       1002       406       927     231867      25.817
  101    176877      1538          0       1002      1240       954     238675      26.278
  102    178037      1159          0       1002      1460       847     211800      27.118
  103    178863       826          0       1002      1886       779     194798      28.292
  104    179846       983          0       1002      1809       889     222463      29.308
  105    180829       982          0       1002      2244      1102     275691      30.326
  106    181511       682          0       1002      2536       865     216312      31.643
  107    182237       725          0       1002      2307       837     209296      32.918
  108    182736       499          0       1002      3833       956     239197      34.419
  109    199234     16497          0       1002       121      1005     251312      19.921
  110    210790     11556          0       1002       181      1047     261945      10.364
  111    216986      6195          0       1002       399      1238     309607       6.169
  112    219228      2242          0       1002      1034      1159     289996       5.927
  113    224071      4843          0       1002       454      1100     275122       3.084
  114    227094      3022          0       1002       690      1043     260948       2.061
  115    232587      5493       3432       1002       381      1047     261834       2.000
  116    233962      1374          0       1002      1276       876     219248       2.626
  117    240482      6520       3894       1002       257       839     209811       2.000
  118    247250      6768       4768       1002       242       818     204739       2.000
  119    252270      5020       3020       1002       318       799     199847       2.000
  120    254507      2236        236       1002      1046      1170     292674       2.000
  121    255648      1141          0       1002      1597       912     228003       2.858
  122    256752      1103          0       1002      1371       756     189170       3.755
  123    257677       925          0       1002      1884       871     217963       4.830
  124    258380       702          0       1002      2998      1053     263410       6.127
  125    258700       320          0       1002      6497      1040     260016       7.807
  126    259460       759          0       1002      3130      1189     297258       9.047
  127    260121       661          0       1002      3387      1120     280031      10.386
  128    263062      2940          0       1002       788      1160     290002       9.445
  129    264274      1212          0       1002      1755      1063     265919      10.233
  130    265192       918          0       1002      2415      1108     277200      11.315
  131    265882       689          0       1002      2597       895     223847      12.625
  132    266367       485          0       1002      3430       832     208034      14.140
  133    267095       727          0       1002      2250       818     204674      15.412
  134    267604       509          0       1002      3222       820     205171      16.903
  135    271959      4355          0       1002       499      1088     272093      14.548
  136    272981      1021          0       1002      1849       944     236114      15.526
  137    273751       770          0       1002      1982       763     190885      16.756
  138    274406       654          0       1002      2610       854     213630      18.102
  139    275165       759          0       1002      2808      1066     266678      19.342
  140    275683       517          0       1002      3780       978     244617      20.824
  141    276431       748          0       1002      3080      1153     288278      22.076
  142    277091       659          0       1002      3653      1204     301019      23.417
  143    277574       482          0       1002      4773      1152     288207      24.934
  144    278586      1012          0       1002      2218      1123     280760      25.921
  145    282454      3868          0       1002       557      1078     269678      24.053
  146    289984      7530          0       1002       233       878     219667      18.523
  147    293852      3867          0       1002       464       898     224679      16.655
  148    295765      1912          0       1002       847       810     202613      16.743
