Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1      1714      1714          0       1002      1188      1019     254750       2.000
    2      9337      7623          0       1002       291      1111     277826       4.000
    3     22646     13309       9309       1002       142       945     236436       2.000
    4     28371      5724       3724       1002       391      1119     279808       2.000
    5     40752     12380      10380       1002       186      1154     288654       2.000
    6     54305     13553      11553       1002       149      1016     254082       2.000
    7     64362     10056       8056       1002       185       932     233115       2.000
    8     71301      6939       4939       1002       265       921     230404       2.000
    9     83289     11987       9987       1002       130       779     194933       2.000
   10     95833     12544      10544       1002       126       793     198266       2.000
   11    106373     10539       8539       1002       154       812     203169       2.000
   12    108724      2350        350       1002       686       806     201716       2.000
   13    115905      7181       5181       1002       298      1070     267691       2.000
   14    124491      8586       6586       1002       220       946     236530       2.000
   15    127170      2679        679       1002       606       811     202998       2.000
   16    129000      1829          0       1002      1014       927     231991       2.171
   17    131742      2742        571       1002       767      1052     263035       2.000
   18    133248      1506          0       1002      1468      1106     276603       2.494
   19    134529      1280          0       1002      1739      1113     278375       3.213
   20    137745      3215          2       1002       760      1222     305651       2.000
   21    145788      8043       6043       1002       284      1145     286426       2.000
   22    148145      2357        357       1002       925      1090     272598       2.000
   23    149766      1621          0       1002      1241      1006     251612       2.379
   24    150946      1180          0       1002      1442       850     212723       3.199
   25    155470      4523       1324       1002       405       917     229343       2.000
   26    158501      3030       1030       1002       529       801     200468       2.000
   27    160560      2059         59       1002       795       819     204863       2.000
   28    162622      2062         62       1002       911       940     235088       2.000
   29    169114      6491       4491       1002       325      1056     264170       2.000
   30    171502      2388        388       1002       734       877     219390       2.000
   31    172532      1029          0       1002      1671       860     215151       2.970
   32    174531      1998          0       1002      1028      1028     257050       2.971
   33    176317      1785          0       1002      1159      1034     258720       3.186
   34    177655      1338          0       1002      1623      1086     271582       3.847
   35    179161      1505          0       1002      1633      1229     307361       4.342
   36    202695     23534      19192       1002       102      1200     300176       2.000
   37    215825     13130      11130       1002       159      1049     262322       2.000
   38    229524     13699      11699       1002       139       954     238656       2.000
   39    239694     10170       8170       1002       181       922     230537       2.000
   40    244946      5251       3251       1002       343       903     225791       2.000
   41    247372      2426        426       1002       694       842     210560       2.000
   42    249513      2140        140       1002       722       773     193322       2.000
   43    262593     13080      11080       1002       133       871     217898       2.000
   44    276727     14133      12133       1002       157      1112     278194       2.000
   45    284338      7611       5611       1002       230       877     219280       2.000
   46    291130      6792       4792       1002       253       860     215102       2.000
   47    295794      4663       2663       1002       432      1007     251815       2.000
   48    306029     10235       8235       1002       199      1019     254855       2.000
   49    316883     10854       8854       1002       208      1129     282290       2.000
   50    325787      8904       6904       1002       275      1226     306522       2.000
   51    330320      4532       2532       1002       505      1145     286359       2.000
   52    334337      4017       2017       1002       541      1087     271950       2.000
   53    336936      2598        598       1002       780      1014     253536       2.000
   54    338651      1715          0       1002      1203      1032     258063       2.285
   55    340007      1356          0       1002      1277       866     216653       2.928
   56    345281      5274       2345       1002       319       841     210472       2.000
   57    346846      1564          0       1002      1033       808     202110       2.435
   58    350884      4038       1602       1002       393       793     198453       2.000
   59    353977      3092       1092       1002       761      1178     294537       2.000
   60    355342      1365          0       1002      1367       933     233429       2.635
   61    356261       919          0       1002      1606       738     184579       3.716
   62    357208       947          0       1002      1929       913     228462       4.769
   63    358280      1072          0       1002      2012      1078     269699       5.697
   64    359564      1283          0       1002      1587      1018     254745       6.413
   65    364935      5370          0       1002       442      1187     296877       3.042
   66    367608      2673          0       1002       855      1143     285901       2.368
   67    368346       737          0       1002      3057      1127     281936       3.631
   68    368995       648          0       1002      3236      1049     262483       4.982
   69    369927       932          0       1002      2247      1048     262019       6.050
   70    370298       370          0       1002      4564       846     211534       7.679
   71    373294      2996          0       1002       567       850     212505       6.683
   72    376929      3634          0       1002       457       831     207755       5.048
   73    377960      1031          0       1002      1597       823     205946       6.017
   74    379744      1783          0       1002      1228      1095     273908       6.233
   75    387161      7416       1183       1002       252       936     234233       2.000
   76    394378      7217       5217       1002       206       746     186629       2.000
   77    399785      5406       3406       1002       334       903     225923       2.000
   78    406204      6418       4418       1002       332      1067     266807       2.000
   79    410274      4069       2069       1002       505      1028     257247       2.000
   80    412910      2636        636       1002       851      1122     280708       2.000
   81    418762      5851       3851       1002       421      1233     308258       2.000
   82    421912      3150       1150       1002       727      1146     286630       2.000
   83    423907      1995          0       1002      1106      1103     275824       2.005
   84    425304      1396          0       1002      1505      1051     262827       2.608
   85    426291       986          0       1002      1699       838     209712       3.621
   86    428738      2446          0       1002       745       912     228045       3.174
   87    430018      1280          0       1002      1307       836     209238       3.894
   88    430604       586          0       1002      2776       813     203406       5.308
   89    431471       866          0       1002      2211       957     239452       6.442
   90    432575      1104          0       1002      1878      1037     259385       7.337
   91    436701      4125          0       1002       429       885     221335       5.212
   92    438354      1653          0       1002       990       818     204612       5.559
   93    453290     14936       9377       1002       130       971     242863       2.000
   94    457219      3929       1929       1002       509      1001     250359       2.000
   95    459363      2143        143       1002       999      1070     267709       2.000
   96    461715      2352        352       1002      1047      1232     308044       2.000
   97    468062      6346       4346       1002       374      1186     296743       2.000
   98    470583      2521        521       1002       868      1095     273829       2.000
   99    472424      1840          0       1002      1070       985     246352       2.159
New connection was opened
  100    474967      2542        383       1002       729       927     231867       2.000
  101    476795      1827          0       1002      1044       954     238675       2.172
  102    478335      1540          0       1002      1100       847     211800       2.632
  103    479307       972          0       1002      1602       779     194798       3.660
  104    480241       933          0       1002      1906       889     222463       4.726
  105    484277      4036          0       1002       546      1102     275691       2.690
  106    485820      1542          0       1002      1121       865     216312       3.147
  107    487191      1371          0       1002      1221       837     209296       3.776
  108    488180       988          0       1002      1935       956     239197       4.787
  109    489087       906          0       1002      2216      1005     251312       5.880
  110    490124      1036          0       1002      2021      1047     261945       6.844
  111    490852       728          0       1002      3401      1238     309607       8.116
  112    491492       640          0       1002      3621      1159     289996       9.475
  113    492458       965          0       1002      2279      1100     275122      10.509
  114    493157       699          0       1002      2985      1043     260948      11.810
  115    493821       663          0       1002      3154      1047     261834      13.146
  116    494497       676          0       1002      2593       876     219248      14.470
  117    494875       377          0       1002      4442       839     209811      16.092
  118    495293       418          0       1002      3917       818     204739      17.674
  119    496000       706          0       1002      2261       799     199847      18.967
  120    497594      1593          0       1002      1469      1170     292674      19.373
  121    498488       893          0       1002      2041       912     228003      20.480
  122    499403       915          0       1002      1653       756     189170      21.564
  123    500011       608          0       1002      2866       871     217963      22.956
  124    500726       714          0       1002      2947      1053     263410      24.241
  125    501279       552          0       1002      3765      1040     260016      25.689
  126    502004       724          0       1002      3280      1189     297258      26.964
  127    504511      2506          0       1002       893      1120     280031      26.457
  128    509782      5271          0       1002       440      1160     290002      23.185
  129    511377      1594          0       1002      1333      1063     265919      23.591
  130    512294       917          0       1002      2416      1108     277200      24.673
  131    512739       444          0       1002      4030       895     223847      26.229
  132    513499       760          0       1002      2189       832     208034      27.469
  133    514090       590          0       1002      2773       818     204674      28.878
  134    514454       364          0       1002      4499       820     205171      30.514
  135    515335       880          0       1002      2472      1088     272093      31.633
  136    515881       546          0       1002      3455       944     236114      33.087
  137    517113      1232          0       1002      1239       763     190885      33.855
  138    518367      1253          0       1002      1362       854     213630      34.601
  139    519251       883          0       1002      2414      1066     266678      35.717
  140    520061       809          0       1002      2417       978     244617      36.907
  141    520777       716          0       1002      3220      1153     288278      38.191
  142    521559       781          0       1002      3080      1204     301019      39.409
  143    521815       256          0       1002      9004      1152     288207      41.153
  144    524822      3006          0       4002      2756      4143    1035936      40.146
  145    525627       805          0       1002      2678      1078     269678      41.341
  146    526277       650          0       1002      2703       878     219667      42.691
  147    526872       594          0       1002      3022       898     224679      44.096
  148    527137       264          0       1002      6127       810     202613      45.831
  149    527841       703          0       1002      2351       827     206855      47.128
  150    528298       457          0       1002      4199       960     240000      48.670
