Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1      7430      7430          0       1002       274      1019     254750       2.000
    2      8729      1299          0       1002      1710      1111     277826       4.000
    3     16802      8073       4073       1002       234       945     236436       2.000
    4     18820      2017         17       1002      1109      1119     279808       2.000
    5     19191       370          0       1002      6225      1154     288654       3.629
    6     20172       981          0       1002      2071      1016     254082       4.648
    7     20721       549          0       1002      3396       932     233115       6.099
    8     21505       783          0       1002      2351       921     230404       7.315
    9     22018       512          0       1002      3042       779     194933       8.802
   10     22308       290          0       1002      5461       793     198266      10.512
   11     44017     21708      11197       1002        74       812     203169       2.000
   12     49931      5914       3914       1002       272       806     201716       2.000
   13     51903      1972          0       1002      1085      1070     267691       2.028
   14     63957     12053      10025       1002       156       946     236530       2.000
   15     67108      3151       1151       1002       515       811     202998       2.000
   16     72709      5600       3600       1002       331       927     231991       2.000
   17     86562     13852      11852       1002       151      1052     263035       2.000
   18     89945      3383       1383       1002       653      1106     276603       2.000
   19     92233      2288        288       1002       973      1113     278375       2.000
   20     94015      1781          0       1002      1372      1222     305651       2.219
   21     95563      1548          0       1002      1479      1145     286426       2.670
   22     96267       703          0       1002      3098      1090     272598       3.966
   23    103140      6872       2906       1002       292      1006     251612       2.000
   24    103871       730          0       1002      2329       850     212723       3.269
   25    109341      5469       2200       1002       335       917     229343       2.000
   26    116332      6991       4991       1002       229       801     200468       2.000
   27    124099      7766       5766       1002       211       819     204863       2.000
   28    130579      6479       4479       1002       290       940     235088       2.000
   29    136062      5483       3483       1002       385      1056     264170       2.000
   30    138032      1969          0       1002       891       877     219390       2.030
   31    145272      7239       5209       1002       237       860     215151       2.000
   32    159433     14161      12161       1002       145      1028     257050       2.000
   33    164199      4766       2766       1002       434      1034     258720       2.000
   34    167155      2956        956       1002       734      1086     271582       2.000
   35    171796      4640       2640       1002       529      1229     307361       2.000
   36    174530      2734        734       1002       878      1200     300176       2.000
   37    175973      1443          0       1002      1453      1049     262322       2.556
   38    182129      6155       3599       1002       310       954     238656       2.000
   39    187377      5247       3247       1002       351       922     230537       2.000
   40    191770      4392       2392       1002       411       903     225791       2.000
   41    194291      2521        521       1002       668       842     210560       2.000
   42    194917       625          0       1002      2472       773     193322       3.374
   43    196150      1233          0       1002      1413       871     217898       4.141
   44    200417      4267        126       1002       521      1112     278194       2.000
   45    204025      3607       1607       1002       486       877     219280       2.000
   46    208825      4800       2800       1002       358       860     215102       2.000
   47    217951      9125       7125       1002       220      1007     251815       2.000
   48    219467      1516          0       1002      1344      1019     254855       2.483
   49    238937     19469      16986       1002       115      1129     282290       2.000
   50    246675      7737       5737       1002       316      1226     306522       2.000
   51    257021     10346       8346       1002       221      1145     286359       2.000
   52    261993      4971       2971       1002       437      1087     271950       2.000
   53    277040     15046      13046       1002       134      1014     253536       2.000
   54    284879      7839       5839       1002       263      1032     258063       2.000
   55    290339      5459       3459       1002       317       866     216653       2.000
   56    294533      4194       2194       1002       401       841     210472       2.000
   57    299914      5381       3381       1002       300       808     202110       2.000
   58    302566      2651        651       1002       598       793     198453       2.000
   59    309406      6840       4840       1002       344      1178     294537       2.000
   60    311486      2080         80       1002       897       933     233429       2.000
   61    316182      4695       2695       1002       314       738     184579       2.000
   62    321432      5249       3249       1002       348       913     228462       2.000
   63    330562      9130       7130       1002       236      1078     269699       2.000
   64    334885      4323       2323       1002       471      1018     254745       2.000
   65    338534      3648       1648       1002       650      1187     296877       2.000
   66    343631      5096       3096       1002       448      1143     285901       2.000
   67    350504      6872       4872       1002       328      1127     281936       2.000
   68    353893      3389       1389       1002       619      1049     262483       2.000
   69    356583      2689        689       1002       779      1048     262019       2.000
   70    357980      1396          0       1002      1211       846     211534       2.603
   71    370048     12067       9464       1002       140       850     212505       2.000
   72    373993      3945       1945       1002       421       831     207755       2.000
   73    375611      1618          0       1002      1018       823     205946       2.382
   74    377640      2028          0       1002      1080      1095     273908       2.354
   75    377736        96          0       1002     19481       936     234233       4.258
   76    383015      5278       1021       6002      1805      4764    1191231       2.000
