Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1      1747      1747          0       1002      1166      1019     254750       2.000
    2      5286      3538          0       1002       628      1111     277826       4.000
    3      6443      1157          0       1002      1633       945     236436       4.842
    4      7676      1232          0       1002      1815      1119     279808       5.609
    5      8532       856          0       1002      2697      1154     288654       6.753
    6      9588      1055          0       1002      1925      1016     254082       7.697
    7     10426       837          0       1002      2226       932     233115       8.860
    8     11910      1484          0       1002      1241       921     230404       9.375
    9     12215       304          0       1002      5121       779     194933      11.071
   10     13427      1212          0       1002      1308       793     198266      11.858
   11     14491      1063          0       1002      1527       812     203169      12.795
   12     15299       808          0       1002      1996       806     201716      13.987
   13     16054       754          0       1002      2838      1070     267691      15.232
   14     16694       640          0       1002      2953       946     236530      16.591
   15     17655       960          0       1002      1690       811     202998      17.631
   16     18529       873          0       1002      2123       927     231991      18.757
   17     21179      2649          0       1002       794      1052     263035      18.107
   18     22197      1018          0       1002      2173      1106     276603      19.089
   19     23265      1068          0       1002      2084      1113     278375      20.021
   20     26639      3373          0       1002       724      1222     305651      18.647
   21     28013      1374          0       1002      1667      1145     286426      19.273
   22     29188      1175          0       1002      1855      1090     272598      20.098
   23     30231      1042          0       1002      1930      1006     251612      21.055
   24     31132       901          0       1002      1887       850     212723      22.154
   25     32405      1273          0       1002      1441       917     229343      22.881
   26     36714      4308          0       1002       372       801     200468      20.572
   27     42511      5796          0       1002       282       819     204863      16.775
   28     45955      3444          0       1002       545       940     235088      15.331
   29     48144      2189          0       1002       965      1056     264170      15.141
   30     49869      1724          0       1002      1017       877     219390      15.417
   31     51496      1627          0       1002      1057       860     215151      15.790
   32     52959      1463          0       1002      1405      1028     257050      16.327
   33     54376      1416          0       1002      1460      1034     258720      16.910
   34     55533      1157          0       1002      1876      1086     271582      17.753
   35     56341       807          0       1002      3044      1229     307361      18.945
   36     56875       533          0       1002      4501      1200     300176      20.411
   37     57507       632          0       1002      3317      1049     262322      21.779
   38     57939       431          0       1002      4422       954     238656      23.347
   39     58285       346          0       1002      5322       922     230537      25.001
   40     58995       710          0       1002      2543       903     225791      26.291
   41     59491       495          0       1002      3401       842     210560      27.795
   42     60105       614          0       1002      2517       773     193322      29.181
   43     60735       629          0       1002      2767       871     217898      30.551
   44     62980      2244          0       1002       991      1112     278194      30.306
   45     63759       779          0       1002      2250       877     219280      31.527
   46     64096       337          0       1002      5103       860     215102      33.190
   47     64777       680          0       1002      2960      1007     251815      34.509
   48     65163       386          0       1002      5280      1019     254855      36.123
   49     67438      2274          0       1002       992      1129     282290      35.848
   50     68175       737          0       1002      3326      1226     306522      37.111
   51     68976       801          0       1002      2859      1145     286359      38.310
   52     69481       504          0       1002      4313      1087     271950      39.805
   53     70043       561          0       1002      3610      1014     253536      41.244
   54     70539       496          0       1002      4154      1032     258063      42.747
   55     70999       459          0       1002      3775       866     216653      44.288
   56     71549       550          0       1002      3060       841     210472      45.738
   57     71835       286          0       1002      5641       808     202110      47.451
