Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1      7901      7901          0       1002       257      1019     254750       2.000
    2     10777      2875          0       1002       772      1111     277826       4.000
    3     13381      2604          0       1002       726       945     236436       3.395
    4     15746      2364          0       1002       946      1119     279808       3.031
    5     17486      1740          0       1002      1327      1154     288654       3.291
    6     18788      1302          0       1002      1560      1016     254082       3.988
    7     20092      1303          0       1002      1430       932     233115       4.685
    8     21169      1076          0       1002      1711       921     230404       5.608
    9     22134       965          0       1002      1615       779     194933       6.643
   10     22312       177          0       1002      8923       793     198266       8.465
   11     22332        20          0       1002     80988       812     203169      10.445
   12     27861      5529          0       6002      2100      5807    1451806       6.916
   13     32418      4557          0       6002      3010      6860    1715028       4.359
   14     34693      2274          0       6002      6026      6854    1713706       4.084
   15     35705      1011          0       6002      9922      5019    1254783       5.072
   16     36918      1212          0       6002     10464      6344    1586189       5.859
   17     39437      2519          0       6002      5575      7023    1755827       5.340
   18     40811      1373          0       6002      9466      6503    1625893       5.966
   19     42121      1310          0       6002     10356      6785    1696486       6.655
   20     44022      1900          0       6002      6910      6568    1642011       6.755
   21     46958      2935          0       6002      4270      6268    1567136       5.819
   22     51286      4327          0       4002      1757      3802     950567       3.491
   23     53241      1954          0       4002      3877      3789     947305       3.536
   24     53804       562          0       1002      3022       850     212723       4.973
   25     54235       430          0       1002      4260       917     229343       6.542
   26     54495       260          0       1002      6155       801     200468       8.282
   27     63285      8789        507       4002       818      3595     898821       2.000
   28     64198       913          0       1002      2059       940     235088       3.087
   29     65357      1158          0       1002      1823      1056     264170       3.928
   30     66244       886          0       1002      1979       877     219390       5.041
   31     69106      2861          0       1002       601       860     215151       4.179
   32     70564      1458          0       1002      1410      1028     257050       4.721
   33     72568      2003          0       1002      1032      1034     258720       4.717
   34     74109      1541          0       1002      1409      1086     271582       5.175
   35     75998      1888          0       1002      1302      1229     307361       5.287
   36     78095      2097          0       1002      1144      1200     300176       5.190
   37     79276      1180          0       1002      1777      1049     262322       6.009
   38     80684      1408          0       1002      1355       954     238656       6.601
   39     81966      1281          0       1002      1439       922     230537       7.319
   40     83281      1315          0       1002      1373       903     225791       8.004
   41     84545      1263          0       1002      1332       842     210560       8.740
   42     91133      6587          0       1002       234       773     193322       4.152
   43     93357      2224          0       1002       783       871     217898       3.928
   44     97888      4531        603       1002       491      1112     278194       2.000
   45     98774       886          0       1002      1979       877     219280       3.114
   46    100549      1774          0       1002       969       860     215102       3.339
   47    105127      4577       1238       1002       440      1007     251815       2.000
   48    114042      8914       6914       1002       228      1019     254855       2.000
   49    118995      4953       2953       1002       455      1129     282290       2.000
   50    128363      9367       7367       1002       261      1226     306522       2.000
   51    141702     13339      11339       1002       171      1145     286359       2.000
   52    153349     11647       9647       1002       186      1087     271950       2.000
   53    155582      2232        232       1002       908      1014     253536       2.000
   54    160072      4489       2489       1002       459      1032     258063       2.000
   55    162230      2158        158       1002       802       866     216653       2.000
   56    169877      7646       5646       1002       220       841     210472       2.000
   57    175179      5301       3301       1002       304       808     202110       2.000
   58    182499      7319       5319       1002       216       793     198453       2.000
   59    189710      7211       5211       1002       326      1178     294537       2.000
   60    193777      4066       2066       1002       459       933     233429       2.000
   61    203542      9765       7765       1002       151       738     184579       2.000
   62    205662      2120        120       1002       861       913     228462       2.000
   63    212309      6646       4646       1002       324      1078     269699       2.000
   64    216563      4253       2253       1002       479      1018     254745       2.000
   65    218370      1807          0       1002      1313      1187     296877       2.192
   66    220109      1738          0       1002      1315      1143     285901       2.454
   67    223136      3026        573       1002       745      1127     281936       2.000
   68    231809      8672       6672       1002       242      1049     262483       2.000
   69    240246      8437       6437       1002       248      1048     262019       2.000
   70    242976      2729        729       1002       619       846     211534       2.000
   71    251009      8032       6032       1002       211       850     212505       2.000
   72    258821      7812       5812       1002       212       831     207755       2.000
   73    263069      4247       2247       1002       387       823     205946       2.000
   74    267497      4428       2428       1002       494      1095     273908       2.000
   75    275265      7767       5767       1002       241       936     234233       2.000
   76    276732      1466          0       1002      1017       746     186629       2.533
   77    277887      1154          0       1002      1564       903     225923       3.378
   78    278845       958          0       1002      2227      1067     266807       4.420
   79    280006      1160          0       1002      1773      1028     257247       5.259
   80    280624       617          0       1002      3635      1122     280708       6.641
   81    283184      2560          0       1002       963      1233     308258       6.081
   82    283943       759          0       1002      3021      1146     286630       7.322
   83    287650      3707          0       1002       595      1103     275824       5.615
   84    288057       406          0       1002      5172      1051     262827       7.209
   85    288814       757          0       1002      2214       838     209712       8.451
   86    289485       670          0       1002      2719       912     228045       9.780
   87    289984       498          0       1002      3356       836     209238      11.281
   88    290498       513          0       1002      3167       813     203406      12.768
   89    290724       226          0       1002      8470       957     239452      14.541
   90    298143      7418          0       4002      1209      4484    1121212       9.123
   91    298821       678          0       1002      2609       885     221335      10.444
   92    299550       728          0       1002      2245       818     204612      11.715
   93    300235       685          0       1002      2834       971     242863      13.030
   94    301104       868          0       1002      2305      1001     250359      14.161
   95    301853       749          0       1002      2859      1070     267709      15.412
   96    302497       643          0       1002      3829      1232     308044      16.769
   97    302964       467          0       1002      5079      1186     296743      18.301
   98    303809       845          0       1002      2591      1095     273829      19.456
   99    304382       572          0       1002      3442       985     246352      20.884
New connection was opened
  100    306857      2475          0       1002       749       927     231867      20.408
  101    308434      1576          0       1002      1211       954     238675      20.831
  102    309290       855          0       1002      1979       847     211800      21.976
  103    312192      2901          0       1002       537       779     194798      21.074
  104    313242      1049          0       1002      1695       889     222463      22.024
  105    316628      3385          0       1002       651      1102     275691      20.638
  106    318301      1672          0       1002      1034       865     216312      20.965
  107    319160       859          0       1002      1948       837     209296      22.105
  108    320227      1067          0       1002      1793       956     239197      23.038
  109    321868      1640          0       1002      1225      1005     251312      23.398
  110    322796       927          0       1002      2258      1047     261945      24.470
  111    325590      2793          0       1002       886      1238     309607      23.676
  112    329067      3477          0       1002       667      1159     289996      22.199
  113    331727      2660          0       1002       827      1100     275122      21.539
  114    337033      5305          0       1002       393      1043     260948      18.233
  115    341639      4606          0       1002       454      1047     261834      15.626
  116    343888      2248          0       1002       780       876     219248      15.378
  117    347787      3899          0       1002       430       839     209811      13.479
  118    349288      1501          0       1002      1091       818     204739      13.978
  119    351109      1820          0       1002       878       799     199847      14.157
  120    353177      2068          0       1002      1131      1170     292674      14.088
  121    356752      3574          0       1002       510       912     228003      12.514
  122    360425      3672          0       1002       412       756     189170      10.841
  123    361693      1267          0       1002      1375       871     217963      11.573
  124    372794     11101          0       1002       189      1053     263410       2.472
  125    375926      3132        660       1002       664      1040     260016       2.000
  126    385451      9524       7524       1002       249      1189     297258       2.000
  127    391006      5554       3554       1002       403      1120     280031       2.000
  128    398050      7044       5044       1002       329      1160     290002       2.000
  129    400697      2646        646       1002       803      1063     265919       2.000
  130    402546      1849          0       1002      1199      1108     277200       2.151
