Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1      4458      4458          0       1002       457      1019     254750       2.000
    2      6184      1725          0       1002      1287      1111     277826       4.000
    3      8072      1888          0       1002      1001       945     236436       4.111
    4     14994      6921       2810       1002       323      1119     279808       2.000
    5     18676      3681       1681       1002       627      1154     288654       2.000
    6     20818      2141        141       1002       949      1016     254082       2.000
    7     27218      6400       4400       1002       291       932     233115       2.000
    8     31192      3974       1974       1002       463       921     230404       2.000
    9     37184      5991       3991       1002       260       779     194933       2.000
   10     39012      1828          0       1002       867       793     198266       2.172
   11     40030      1017          0       1002      1597       812     203169       3.154
   12     41536      1506          0       1002      1071       806     201716       3.648
   13     43131      1594          0       1002      1342      1070     267691       4.053
   14     44011       879          0       1002      2151       946     236530       5.173
   15     44626       615          0       1002      2640       811     202998       6.558
   16     47725      3099          0       1002       598       927     231991       5.459
   17     48631       905          0       1002      2323      1052     263035       6.553
   18     63881     15249       8696       1002       145      1106     276603       2.000
   19     66226      2345        345       1002       949      1113     278375       2.000
   20     67586      1359          0       1002      1798      1222     305651       2.640
   21     74767      7181       4540       1002       319      1145     286426       2.000
   22     76615      1848          0       1002      1179      1090     272598       2.151
   23     78273      1657          0       1002      1214      1006     251612       2.494
   24     83301      5027       2533       1002       338       850     212723       2.000
   25     91965      8664       6664       1002       211       917     229343       2.000
   26     94160      2194        194       1002       730       801     200468       2.000
   27     96318      2158        158       1002       759       819     204863       2.000
   28     98637      2319        319       1002       810       940     235088       2.000
   29    100703      2065         65       1002      1023      1056     264170       2.000
   30    101909      1206          0       1002      1454       877     219390       2.794
   31    103365      1455          0       1002      1182       860     215151       3.338
   32    104878      1512          0       1002      1359      1028     257050       3.825
   33    106127      1249          0       1002      1656      1034     258720       4.576
   34    107621      1494          0       1002      1454      1086     271582       5.082
   35    108564       942          0       1002      2608      1229     307361       6.139
   36    109780      1216          0       1002      1974      1200     300176       6.923
   37    110489       708          0       1002      2961      1049     262322       8.214
