Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1      1785      1785          0       1002      1141      1019     254750       2.000
    2      3171      1386          0       1002      1602      1111     277826       4.000
    3      7202      4030         30       1002       469       945     236436       2.000
    4     21372     14169      12169       1002       157      1119     279808       2.000
    5     34741     13369      11369       1002       172      1154     288654       2.000
    6     36705      1963          0       1002      1035      1016     254082       2.036
    7     38298      1593          0       1002      1170       932     233115       2.443
    8     39424      1125          0       1002      1637       921     230404       3.317
    9     41190      1765          0       1002       883       779     194933       3.551
   10     42845      1655          0       1002       958       793     198266       3.896
   11     58545     15700      11804       1002       103       812     203169       2.000
   12     64611      6065       4065       1002       266       806     201716       2.000
   13     72784      8173       6173       1002       262      1070     267691       2.000
   14     83014     10229       8229       1002       184       946     236530       2.000
   15     96338     13324      11324       1002       121       811     202998       2.000
   16    108776     12438      10438       1002       149       927     231991       2.000
   17    112960      4184       2184       1002       502      1052     263035       2.000
   18    121280      8319       6319       1002       265      1106     276603       2.000
   19    145669     24388      22388       1002        91      1113     278375       2.000
   20    153974      8305       6305       1002       294      1222     305651       2.000
   21    165729     11755       9755       1002       194      1145     286426       2.000
   22    173020      7290       5290       1002       299      1090     272598       2.000
   23    179878      6858       4858       1002       293      1006     251612       2.000
   24    193209     13331      11331       1002       127       850     212723       2.000
   25    195046      1836          0       1002       998       917     229343       2.163
   26    197335      2289        126       1002       700       801     200468       2.000
   27    202460      5124       3124       1002       319       819     204863       2.000
   28    203781      1321          0       1002      1423       940     235088       2.679
   29    214248     10466       7788       1002       201      1056     264170       2.000
   30    221237      6988       4988       1002       251       877     219390       2.000
   31    223672      2435        435       1002       706       860     215151       2.000
   32    225903      2230        230       1002       922      1028     257050       2.000
   33    227878      1975          0       1002      1047      1034     258720       2.025
   34    229116      1238          0       1002      1754      1086     271582       2.786
   35    229777       661          0       1002      3719      1229     307361       4.125
   36    230477       699          0       1002      3433      1200     300176       5.426
   37    230904       426          0       1002      4914      1049     262322       6.999
   38    231092       187          0       1002     10164       954     238656       8.811
   39    238370      7278          0       4002       910      3314     828734       3.532
   40    238825       454          0       1002      3973       903     225791       5.078
   41    239018       193          0       1002      8699       842     210560       6.884
   42    240779      1760          0       4002      4023      3541     885399       7.124
   43    255123     14344       7220       4002       473      3398     849584       2.000
   44    268769     13645      11645       1002       163      1112     278194       2.000
   45    271348      2579        579       1002       680       877     219280       2.000
   46    278413      7065       5065       1002       243       860     215102       2.000
   47    280715      2302        302       1002       875      1007     251815       2.000
   48    284974      4259       2259       1002       478      1019     254855       2.000
   49    290072      5097       3097       1002       442      1129     282290       2.000
   50    292429      2357        357       1002      1040      1226     306522       2.000
   51    297859      5429       3429       1002       421      1145     286359       2.000
   52    304333      6474       4474       1002       336      1087     271950       2.000
   53    306900      2566        566       1002       790      1014     253536       2.000
   54    308921      2021         21       1002      1021      1032     258063       2.000
   55    310520      1598          0       1002      1084       866     216653       2.402
   56    311716      1196          0       1002      1407       841     210472       3.205
   57    313319      1603          0       1002      1008       808     202110       3.602
   58    317825      4505        904       1002       352       793     198453       2.000
   59    323460      5634       3634       1002       418      1178     294537       2.000
   60    331218      7757       5757       1002       240       933     233429       2.000
   61    332633      1415          0       1002      1043       738     184579       2.585
   62    336426      3792       1208       1002       481       913     228462       2.000
   63    347735     11308       9308       1002       190      1078     269699       2.000
   64    352291      4555       2555       1002       447      1018     254745       2.000
   65    367131     14840      12840       1002       160      1187     296877       2.000
   66    371132      4000       2000       1002       571      1143     285901       2.000
   67    383363     12231      10231       1002       184      1127     281936       2.000
   68    396460     13096      11096       1002       160      1049     262483       2.000
   69    400681      4220       2220       1002       496      1048     262019       2.000
   70    409009      8328       6328       1002       203       846     211534       2.000
   71    413497      4488       2488       1002       378       850     212505       2.000
   72    419514      6017       4017       1002       276       831     207755       2.000
   73    422111      2596        596       1002       634       823     205946       2.000
   74    427551      5439       3439       1002       402      1095     273908       2.000
   75    434398      6847       4847       1002       273       936     234233       2.000
   76    436586      2187        187       1002       682       746     186629       2.000
   77    444513      7927       5927       1002       227       903     225923       2.000
   78    450861      6347       4347       1002       336      1067     266807       2.000
   79    453352      2491        491       1002       826      1028     257247       2.000
   80    456294      2942        942       1002       763      1122     280708       2.000
   81    463037      6743       4743       1002       365      1233     308258       2.000
   82    467412      4374       2374       1002       524      1146     286630       2.000
   83    472246      4833       2833       1002       456      1103     275824       2.000
   84    473833      1587          0       1002      1324      1051     262827       2.413
   85    475950      2116          0       1002       792       838     209712       2.296
   86    476680       730          0       1002      2497       912     228045       3.566
   87    478233      1553          0       1002      1077       836     209238       4.012
   88    479338      1104          0       1002      1473       813     203406       4.908
   89    481390      2052          0       1002       933       957     239452       4.855
   90    482366       975          0       1002      2126      1037     259385       5.880
   91    483592      1225          0       1002      1444       885     221335       6.654
   92    484099       507          0       1002      3228       818     204612       8.147
   93    485127      1027          0       1002      1890       971     242863       9.119
   94    489089      3962          0       1002       505      1001     250359       7.157
   95    490703      1614          0       1002      1326      1070     267709       7.543
   96    492455      1751          0       1002      1406      1232     308044       7.791
   97    493915      1459          0       1002      1626      1186     296743       8.331
   98    495644      1728          0       1002      1267      1095     273829       8.602
   99    496930      1286          0       1002      1531       985     246352       9.316
New connection was opened
  100    499328      2398          0       1002       773       927     231867       8.917
  101    501190      1861          0       1002      1025       954     238675       9.056
  102    502894      1703          0       1002       994       847     211800       9.352
  103    504320      1426          0       1002      1092       779     194798       9.926
  104    505500      1179          0       1002      1509       889     222463      10.746
  105    506992      1492          0       1002      1477      1102     275691      11.254
  106    507930       938          0       1002      1844       865     216312      12.316
  107    509200      1269          0       1002      1319       837     209296      13.046
  108    513333      4133          0       1002       462       956     239197      10.913
  109    514951      1618          0       1002      1242      1005     251312      11.295
  110    518210      3258          0       1002       643      1047     261945      10.036
  111    520074      1864          0       1002      1328      1238     309607      10.172
  112    522009      1934          0       1002      1199      1159     289996      10.237
  113    526666      4656          0       1002       472      1100     275122       7.580
  114    528060      1393          0       1002      1497      1043     260948       8.186
  115    529204      1144          0       1002      1830      1047     261834       9.042
  116    529968       763          0       1002      2296       876     219248      10.278
  117    530649       680          0       1002      2466       839     209811      11.597
  118    531408       758          0       1002      2158       818     204739      12.838
  119    532494      1085          0       1002      1472       799     199847      13.752
  120    533822      1327          0       1002      1763      1170     292674      14.425
  121    534426       604          0       1002      3015       912     228003      15.820
  122    534895       468          0       1002      3228       756     189170      17.351
  123    535618       722          0       1002      2413       871     217963      18.628
  124    536765      1147          0       1002      1836      1053     263410      19.481
  125    539373      2608          0       1002       797      1040     260016      18.873
  126    544695      5321          0       1002       446      1189     297258      15.551
  127    546617      1921          0       1002      1165      1120     280031      15.629
  128    548388      1770          0       1002      1310      1160     290002      15.859
  129    550291      1903          0       1002      1117      1063     265919      15.955
  130    551467      1176          0       1002      1885      1108     277200      16.779
  131    552838      1371          0       1002      1305       895     223847      17.408
  132    553644       805          0       1002      2065       832     208034      18.602
  133    554454       809          0       1002      2022       818     204674      19.793
  134    554966       512          0       1002      3203       820     205171      21.280
  135    555739       772          0       1002      2818      1088     272093      22.508
  136    556208       469          0       1002      4024       944     236114      24.039
  137    556714       506          0       1002      3014       763     190885      25.532
  138    557029       315          0       1002      5425       854     213630      27.217
  139    557502       472          0       1002      4514      1066     266678      28.744
  140    557878       376          0       1002      5203       978     244617      30.368
  141    558247       369          0       1002      6247      1153     288278      31.999
  142    562331      4083          0       4002      2367      4833    1208284      29.915
  143    562951       620          0       1002      3716      1152     288207      31.295
  144    563575       623          0       1002      3601      1123     280760      32.672
  145    564015       440          0       1002      4898      1078     269678      34.231
  146    566284      2268          0       1002       774       878     219667      33.962
  147    566650       365          0       1002      4916       898     224679      35.597
  148    566890       240          0       1002      6749       810     202613      37.357
  149    568385      1495          0       4002      4482      3351     837767      37.861
  150    569735      1349          0       4002      5834      3936     984150      38.512
