Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1      2167      2167          0       1002       940      1019     254750       2.000
    2      8864      6696          0       1002       331      1111     277826       4.000
    3     10655      1790          0       1002      1056       945     236436       4.209
    4     12366      1711          0       1002      1307      1119     279808       4.497
    5     13833      1466          0       1002      1574      1154     288654       5.031
    6     14024       190          0       1002     10652      1016     254082       6.840
    7     18727      4702          0       4002      1572      3698     924567       4.137
    8     19591       864          0       1002      2131       921     230404       5.273
    9     20354       762          0       1002      2044       779     194933       6.510
   10     20911       556          0       1002      2848       793     198266       7.953
   11     23256      2345          0       1002       693       812     203169       7.608
   12     25793      2537          0       1002       636       806     201716       7.071
   13     27055      1262          0       1002      1696      1070     267691       7.809
   14     27777       722          0       1002      2620       946     236530       9.087
   15     28359       581          0       1002      2792       811     202998      10.505
   16     29301       942          0       1002      1969       927     231991      11.563
   17     30986      1684          0       1002      1249      1052     263035      11.878
   18     32725      1738          0       1002      1272      1106     276603      12.139
   19     36421      3696          0       1002       602      1113     278375      10.443
   20     38181      1760          0       1002      1388      1222     305651      10.683
   21     39820      1638          0       1002      1398      1145     286426      11.044
   22     41317      1496          0       1002      1456      1090     272598      11.547
   23     42574      1257          0       1002      1600      1006     251612      12.290
   24     43198       623          0       1002      2728       850     212723      13.666
   25     44365      1166          0       1002      1572       917     229343      14.499
   26     51166      6800          0       1002       235       801     200468       9.699
   27     52652      1486          0       1002      1102       819     204863      10.212
   28     53984      1331          0       1002      1412       940     235088      10.881
   29     54567       583          0       1002      3619      1056     264170      12.297
   30     55888      1320          0       1002      1328       877     219390      12.976
   31     56602       713          0       1002      2411       860     215151      14.262
   32     60127      3524          0       1002       583      1028     257050      12.738
   33     61071       944          0       1002      2190      1034     258720      13.793
   34     62092      1020          0       1002      2128      1086     271582      14.772
   35     63139      1046          0       1002      2348      1229     307361      15.725
   36     65950      2810          0       1002       854      1200     300176      14.915
   37     66646       696          0       1002      3014      1049     262322      16.218
   38     67774      1128          0       1002      1692       954     238656      17.090
   39     68959      1184          0       1002      1556       922     230537      17.905
   40     69732       772          0       1002      2338       903     225791      19.133
   41     70551       819          0       1002      2056       842     210560      20.313
   42     73499      2947          0       1002       524       773     193322      19.366
   43     74051       551          0       1002      3158       871     217898      20.814
   44     75442      1391          0       1002      1599      1112     278194      21.422
   45     80394      4951          0       1002       354       877     219280      18.471
   46     82239      1845          0       1002       932       860     215102      18.625
   47     84521      2281          0       1002       883      1007     251815      18.344
   48     95519     10998          0       1002       185      1019     254855       9.346
   49    103590      8071          0       1002       279      1129     282290       3.274
   50    105352      1761          0       1002      1392      1226     306522       3.513
   51    106382      1030          0       1002      2223      1145     286359       4.482
   52    107153       770          0       1002      2823      1087     271950       5.712
   53    107758       605          0       1002      3350      1014     253536       7.106
   54    108321       562          0       1002      3669      1032     258063       8.544
   55    108844       522          0       1002      3314       866     216653      10.021
   56    109115       270          0       1002      6216       841     210472      11.750
   57    109366       251          0       1002      6421       808     202110      13.498
   58    110117       750          0       4002      8711      3267     816945      14.748
   59    111401      1283          0       4002      7683      4932    1233158      15.464
   60    114259      2858          0       4002      2699      3858     964565      14.606
   61    115281      1021          0       4002      6445      3292     823243      15.584
   62    127808     12527          0       4002       639      4005    1001311       5.056
   63    137278      9469       4413       1002       227      1078     269699       2.000
   64    143044      5766       3766       1002       353      1018     254745       2.000
   65    149522      6478       4478       1002       366      1187     296877       2.000
   66    152258      2735        735       1002       836      1143     285901       2.000
   67    157873      5615       3615       1002       401      1127     281936       2.000
   68    184528     26654      24654       1002        78      1049     262483       2.000
   69    187914      3385       1385       1002       619      1048     262019       2.000
   70    194614      6700       4700       1002       252       846     211534       2.000
   71    196949      2335        335       1002       727       850     212505       2.000
   72    198746      1797          0       1002       924       831     207755       2.203
   73    203351      4605       2402       1002       357       823     205946       2.000
   74    206852      3500       1500       1002       626      1095     273908       2.000
   75    213785      6933       4933       1002       270       936     234233       2.000
   76    220448      6662       4662       1002       224       746     186629       2.000
   77    223557      3108       1108       1002       581       903     225923       2.000
   78    226100      2542        542       1002       839      1067     266807       2.000
   79    231726      5626       3626       1002       365      1028     257247       2.000
   80    235787      4061       2061       1002       552      1122     280708       2.000
   81    243207      7419       5419       1002       332      1233     308258       2.000
   82    251187      7979       5979       1002       287      1146     286630       2.000
   83    260741      9554       7554       1002       230      1103     275824       2.000
   84    264034      3292       1292       1002       638      1051     262827       2.000
   85    267538      3504       1504       1002       478       838     209712       2.000
   86    269783      2244        244       1002       812       912     228045       2.000
   87    270432       648          0       1002      2580       836     209238       3.351
   88    272021      1589          0       1002      1023       813     203406       3.762
   89    287368     15346      11584       1002       124       957     239452       2.000
   90    300260     12892      10892       1002       160      1037     259385       2.000
   91    303419      3159       1159       1002       560       885     221335       2.000
   92    310182      6762       4762       1002       242       818     204612       2.000
   93    316866      6683       4683       1002       290       971     242863       2.000
   94    325800      8933       6933       1002       224      1001     250359       2.000
   95    330509      4708       2708       1002       454      1070     267709       2.000
   96    338596      8087       6087       1002       304      1232     308044       2.000
   97    342625      4029       2029       1002       589      1186     296743       2.000
   98    345982      3357       1357       1002       652      1095     273829       2.000
   99    348031      2048         48       1002       962       985     246352       2.000
New connection was opened
  100    355331      7300       5300       1002       254       927     231867       2.000
  101    360474      5142       3142       1002       371       954     238675       2.000
  102    363100      2626        626       1002       645       847     211800       2.000
  103    366022      2921        921       1002       533       779     194798       2.000
  104    368771      2749        749       1002       647       889     222463       2.000
  105    371332      2560        560       1002       861      1102     275691       2.000
  106    373736      2403        403       1002       719       865     216312       2.000
  107    376651      2915        915       1002       574       837     209296       2.000
  108    382133      5482       3482       1002       349       956     239197       2.000
  109    384546      2412        412       1002       833      1005     251312       2.000
  110    390275      5728       3728       1002       365      1047     261945       2.000
  111    399022      8747       6747       1002       283      1238     309607       2.000
  112    402199      3177       1177       1002       730      1159     289996       2.000
  113    404167      1967          0       1002      1118      1100     275122       2.032
  114    405087       919          0       1002      2271      1043     260948       3.113
  115    405841       753          0       1002      2778      1047     261834       4.359
  116    406907      1066          0       1002      1644       876     219248       5.293
  117    409340      2432          0       1002       689       839     209811       4.860
  118    410066       726          0       1002      2254       818     204739       6.133
  119    410838       771          0       1002      2071       799     199847       7.361
  120    411607       768          0       1002      3044      1170     292674       8.592
  121    412360       752          0       1002      2424       912     228003       9.840
