Seg_#  Arr_time  Del_Time  Stall_Dur  Rep_Level  Del_Rate  Act_Rate  Byte_Size  Buff_Level
    1      5243      5243          0       1002       388      1019     254750       2.000
    2      7214      1971          0       1002      1127      1111     277826       4.000
    3      8337      1122          0       1002      1685       945     236436       4.877
    4      9795      1458          0       1002      1534      1119     279808       5.419
    5     10860      1064          0       1002      2169      1154     288654       6.354
    6     11780       920          0       1002      2209      1016     254082       7.434
    7     12612       832          0       1002      2240       932     233115       8.602
    8     13032       419          0       1002      4390       921     230404      10.182
    9     14434      1401          0       1002      1112       779     194933      10.781
   10     15295       861          0       1002      1841       793     198266      11.919
   11     15706       411          0       1002      3951       812     203169      13.508
   12     16317       611          0       1002      2640       806     201716      14.897
   13     16611       293          0       1002      7295      1070     267691      16.603
   14     17609       997          0       1002      1896       946     236530      17.606
   15     18146       537          0       1002      3021       811     202998      19.068
   16     18652       506          0       1002      3665       927     231991      20.562
   17     19051       398          0       1002      5286      1052     263035      22.164
   18     19796       745          0       1002      2966      1106     276603      23.418
   19     20990      1193          0       1002      1865      1113     278375      24.224
   20     21751       760          0       1002      3215      1222     305651      25.464
   21     22369       617          0       1002      3709      1145     286426      26.846
   22     23877      1508          0       1002      1445      1090     272598      27.337
   23     26228      2350          0       1002       856      1006     251612      26.986
   24     27137       908          0       1002      1872       850     212723      28.077
   25     28932      1794          0       1002      1022       917     229343      28.283
   26     30136      1204          0       1002      1331       801     200468      29.078
   27     35444      5307          0       1002       308       819     204863      25.771
   28     36999      1555          0       1002      1209       940     235088      26.216
   29     37609       609          0       1002      3467      1056     264170      27.606
   30     41374      3765          0       1002       466       877     219390      25.841
   31     42715      1341          0       1002      1283       860     215151      26.500
   32     44141      1426          0       1002      1441      1028     257050      27.073
   33     44964       822          0       1002      2515      1034     258720      28.251
   34     45970      1006          0       1002      2159      1086     271582      29.245
   35     50413      4442          0       1002       553      1229     307361      26.802
   36     52178      1764          0       1002      1360      1200     300176      27.037
   37     53211      1033          0       1002      2030      1049     262322      28.003
   38     57334      4122          0       1002       463       954     238656      25.881
   39     66517      9183          0       1002       200       922     230537      18.697
   40     73392      6874          0       1002       262       903     225791      13.823
   41     77278      3886          0       1002       433       842     210560      11.936
   42     81738      4459          0       1002       346       773     193322       9.477
   43     85390      3652          0       1002       477       871     217898       7.825
   44     88606      3215          0       1002       692      1112     278194       6.609
   45     90496      1890          0       1002       928       877     219280       6.719
   46     94054      3558          0       1002       483       860     215102       5.160
   47     96424      2369          0       1002       850      1007     251815       4.791
   48    103834      7409       2618       1002       275      1019     254855       2.000
   49    110923      7089       5089       1002       318      1129     282290       2.000
   50    125825     14901      12901       1002       164      1226     306522       2.000
   51    128442      2616        616       1002       875      1145     286359       2.000
   52    130763      2321        321       1002       937      1087     271950       2.000
   53    139435      8672       6672       1002       233      1014     253536       2.000
   54    143561      4126       2126       1002       500      1032     258063       2.000
   55    151112      7550       5550       1002       229       866     216653       2.000
   56    153571      2459        459       1002       684       841     210472       2.000
   57    153909       337          0       1002      4785       808     202110       3.662
   58    155206      1297          0       1002      1223       793     198453       4.365
   59    160168      4961        596       1002       474      1178     294537       2.000
   60    162351      2182        182       1002       855       933     233429       2.000
   61    163577      1226          0       1002      1203       738     184579       2.773
   62    164104       526          0       1002      3469       913     228462       4.247
   63    165569      1464          0       1002      1472      1078     269699       4.782
   64    167338      1769          0       1002      1151      1018     254745       5.012
   65    168843      1504          0       1002      1578      1187     296877       5.508
   66    170022      1178          0       1002      1940      1143     285901       6.329
   67    171597      1575          0       1002      1431      1127     281936       6.753
   68    186215     14617       7864       1002       143      1049     262483       2.000
