period,id,freq
11,100,0.600
11,101,0.000
11,102,0.000
11,103,0.000
11,104,0.400
11,105,0.400
11,106,0.000
11,107,0.000
11,108,0.400
11,109,0.400
11,110,0.000
12,1,0.200
12,2,0.800
12,3,0.000
12,4,0.000
12,5,0.000
12,6,0.400
12,7,0.000
12,8,0.200
12,9,0.000
12,10,0.800
12,11,0.600
12,12,0.200
12,13,0.200
12,14,0.000
12,15,0.000
12,16,0.600
12,17,0.000
12,18,0.200
12,19,0.000
12,20,0.000
12,21,0.000
12,22,0.400
12,23,0.400
12,24,0.000
12,25,0.400
12,26,0.600
12,27,0.000
12,28,0.200
12,29,0.400
12,30,0.000
12,31,1.000
12,32,0.200
12,33,0.200
12,34,0.000
12,35,0.000
12,36,0.600
12,37,0.000
12,38,0.000
12,39,0.800
12,40,0.200
12,41,0.000
12,42,0.200
12,43,0.200
12,44,1.600
12,45,0.000
12,46,0.000
12,47,1.200
12,48,0.000
12,49,0.000
12,50,0.200
12,51,0.000
12,52,0.800
12,53,0.400
12,54,0.600
12,55,0.000
12,56,0.600
12,57,0.400
12,58,0.000
12,59,0.200
12,60,0.000
12,61,0.400
12,62,0.200
12,63,0.000
12,64,0.200
12,65,0.200
12,66,0.000
12,67,1.200
12,68,0.200
12,69,0.400
12,70,0.200
12,71,0.000
12,72,0.800
12,73,0.200
12,74,0.200
12,75,0.400
12,76,0.600
12,77,0.200
12,78,0.000
12,79,0.200
12,80,0.000
12,81,0.200
12,82,0.000
12,83,0.400
12,84,0.200
12,85,0.000
12,86,0.200
12,87,0.200
12,88,0.600
12,89,0.000
12,90,0.000
12,91,0.000
12,92,0.000
12,93,0.000
12,94,0.200
12,95,0.000
12,96,0.000
12,97,0.000
12,98,0.600
12,99,0.600
12,100,0.000
12,101,0.000
12,102,0.000
12,103,0.000
12,104,0.000
12,105,0.400
12,106,0.000
12,107,0.000
12,108,0.000
12,109,0.000
12,110,0.000
12,111,0.400
12,112,0.000
12,113,0.000
12,114,0.000
12,115,0.000
12,116,0.000
12,117,0.000
12,118,0.000
12,119,0.000
12,120,0.400
13,1,0.000
13,2,0.000
13,3,0.000
13,4,0.200
13,5,0.400
13,6,0.400
13,7,0.800
13,8,0.000
13,9,1.000
13,10,0.600
13,11,0.000
13,12,0.200
13,13,0.200
13,14,0.400
13,15,0.200
13,16,0.400
13,17,0.000
13,18,0.600
13,19,0.400
13,20,0.400
13,21,0.000
13,22,0.000
13,23,0.000
13,24,0.400
13,25,0.200
13,26,0.000
13,27,0.200
13,28,0.200
13,29,0.400
13,30,0.000
13,31,0.200
13,32,0.000
13,33,0.000
13,34,0.000
13,35,0.000
13,36,0.200
13,37,0.400
13,38,0.000
13,39,0.000
13,40,0.000
13,41,0.400
13,42,0.200
13,43,0.400
13,44,0.400
13,45,0.000
13,46,0.000
13,47,0.000
13,48,0.200
13,49,0.000
13,50,0.000
13,51,0.000
13,52,0.800
13,53,0.200
13,54,0.200
13,55,0.400
13,56,0.400
13,57,1.200
13,58,0.200
13,59,0.000
13,60,0.000
13,61,1.000
13,62,0.000
13,63,0.000
13,64,0.400
13,65,0.200
13,66,0.400
13,67,0.000
13,68,0.000
13,69,0.000
13,70,0.400
13,71,0.000
13,72,0.000
13,73,0.000
13,74,0.000
13,75,0.000
13,76,0.000
13,77,0.000
13,78,0.000
13,79,0.200
13,80,0.000
13,81,0.000
13,82,0.400
13,83,0.600
13,84,0.200
13,85,0.000
13,86,0.000
13,87,0.000
13,88,0.000
13,89,0.000
13,90,0.000
13,91,0.200
13,92,0.000
13,93,0.000
13,94,0.200
13,95,0.400
13,96,0.000
13,97,0.000
13,98,0.200
13,99,0.000
13,100,0.000
13,101,0.400
13,102,0.400
13,103,0.000
13,104,0.000
13,105,0.000
13,106,0.800
13,107,0.200
13,108,0.800
13,109,0.000
13,110,0.000
13,111,0.000
13,112,0.000
13,113,0.000
13,114,0.000
13,115,0.000
13,116,0.200
13,117,0.000
13,118,0.000
13,119,0.200
13,120,0.000
13,121,0.000
13,122,0.200
13,123,0.000
13,124,0.000
13,125,0.000
13,126,0.000
13,127,0.000
13,128,0.000
13,129,0.000
13,130,0.200
14,1,0.000
14,2,0.200
14,3,0.200
14,4,0.000
14,5,0.200
14,6,0.000
14,7,0.600
14,8,0.000
14,9,0.800
14,10,0.200
14,11,0.000
14,12,0.000
14,13,1.000
14,14,0.200
14,15,0.200
14,16,0.000
14,17,0.000
14,18,0.400
14,19,0.000
14,20,0.200
14,21,0.000
14,22,0.200
14,23,0.400
14,24,0.200
14,25,0.000
14,26,0.600
14,27,0.000
14,28,0.200
14,29,0.000
14,30,0.400
14,31,0.200
14,32,0.200
14,33,0.600
14,34,0.200
14,35,0.200
14,36,0.000
14,37,0.000
14,38,1.400
14,39,0.000
14,40,0.000
14,41,0.400
14,42,0.000
14,43,0.400
14,44,0.200
14,45,0.400
14,46,0.200
14,47,0.200
14,48,0.000
14,49,0.000
14,50,0.000
14,51,0.600
14,52,0.400
14,53,0.200
14,54,0.800
14,55,0.000
14,56,0.200
14,57,0.200
14,58,0.200
14,59,0.000
14,60,0.000
14,61,0.000
14,62,0.000
14,63,0.000
14,64,0.000
14,65,0.200
14,66,0.000
14,67,0.200
14,68,0.000
14,69,0.000
14,70,0.000
14,71,0.200
14,72,0.000
14,73,0.200
14,74,0.000
14,75,0.200
14,76,0.000
14,77,0.200
14,78,0.000
14,79,0.000
14,80,0.000
14,81,0.000
14,82,0.400
14,83,0.200
14,84,0.000
14,85,0.000
14,86,0.200
14,87,0.200
14,88,0.000
14,89,0.000
14,90,0.400
14,91,0.400
14,92,0.000
14,93,0.200
14,94,0.000
14,95,0.000
14,96,0.600
14,97,0.800
14,98,0.000
14,99,0.000
14,100,0.000
14,101,0.200
14,102,0.400
14,103,0.000
14,104,0.200
14,105,0.000
14,106,0.000
14,107,0.400
14,108,0.000
14,109,0.000
14,110,0.000
14,111,0.000
14,112,0.000
14,113,0.200
14,114,0.000
14,115,0.400
14,116,0.000
14,117,0.400
14,118,0.000
14,119,0.200
14,120,0.000
14,121,0.000
14,122,0.000
14,123,0.000
14,124,0.200
14,125,0.000
14,126,0.000
14,127,0.400
14,128,0.000
14,129,0.000
14,130,1.000
14,131,0.000
14,132,0.400
14,133,0.000
14,134,0.400
14,135,0.000
14,136,0.000
14,137,0.400
14,138,0.800
14,139,0.000
14,140,0.000
15,1,0.000
15,2,0.000
15,3,0.400
15,4,0.000
15,5,0.000
15,6,0.000
15,7,0.400
15,8,0.000
15,9,0.000
15,10,0.000
15,11,0.200
15,12,0.000
15,13,0.000
15,14,0.000
15,15,0.400
15,16,0.600
15,17,0.600
15,18,0.200
15,19,0.000
15,20,0.600
15,21,0.000
15,22,0.400
15,23,0.200
15,24,1.200
15,25,0.000
15,26,0.000
15,27,0.000
15,28,0.200
15,29,0.600
15,30,0.000
15,31,0.000
15,32,0.000
15,33,0.000
15,34,0.200
15,35,0.000
15,36,0.400
15,37,0.000
15,38,0.400
15,39,0.400
15,40,0.200
15,41,0.200
15,42,0.600
15,43,0.000
15,44,0.000
15,45,0.000
15,46,0.000
15,47,0.400
15,48,0.200
15,49,0.000
15,50,0.000
15,51,0.400
15,52,0.200
15,53,0.000
15,54,0.000
15,55,0.000
15,56,0.400
15,57,0.000
15,58,0.000
15,59,0.800
15,60,0.000
15,61,0.200
15,62,0.000
15,63,0.000
15,64,0.800
15,65,0.400
15,66,0.600
15,67,0.200
15,68,0.000
15,69,0.000
15,70,0.400
15,71,0.200
15,72,0.400
15,73,0.000
15,74,0.200
15,75,0.000
15,76,0.200
15,77,0.200
15,78,0.000
15,79,0.000
15,80,0.200
15,81,0.200
15,82,0.000
15,83,0.000
15,84,0.000
15,85,0.400
15,86,0.200
15,87,0.000
15,88,0.200
15,89,0.000
15,90,0.200
15,91,0.000
15,92,0.000
15,93,0.800
15,94,0.000
15,95,0.000
15,96,0.000
15,97,0.200
15,98,0.000
15,99,0.000
15,100,0.800
15,101,0.000
15,102,0.000
15,103,0.400
15,104,0.000
15,105,0.600
15,106,0.000
15,107,0.200
15,108,0.000
15,109,0.000
15,110,0.000
15,111,0.200
15,112,0.200
15,113,0.000
15,114,0.000
15,115,0.600
15,116,0.400
15,117,0.000
15,118,0.200
15,119,0.000
15,120,0.000
15,121,0.000
15,122,0.000
15,123,0.000
15,124,0.000
15,125,0.000
15,126,0.200
15,127,0.000
15,128,0.000
15,129,0.000
15,130,0.000
15,131,0.000
15,132,0.200
15,133,0.000
15,134,0.000
15,135,0.000
15,136,0.000
15,137,0.000
15,138,0.000
15,139,0.000
15,140,0.000
15,141,0.200
15,142,0.000
15,143,0.000
15,144,0.000
15,145,0.200
15,146,0.000
15,147,0.000
15,148,0.000
15,149,0.000
15,150,0.400
16,1,0.000
16,2,0.400
16,3,0.400
16,4,0.200
16,5,0.200
16,6,0.400
16,7,0.000
16,8,0.400
16,9,0.200
16,10,0.600
16,11,0.200
16,12,0.400
16,13,0.400
16,14,0.000
16,15,0.000
16,16,0.600
16,17,0.200
16,18,0.600
16,19,0.400
16,20,0.200
16,21,0.600
16,22,1.200
16,23,0.000
16,24,0.400
16,25,0.200
16,26,0.200
16,27,0.000
16,28,0.200
16,29,0.200
16,30,0.000
16,31,0.400
16,32,0.200
16,33,0.600
16,34,0.200
16,35,0.000
16,36,0.400
16,37,0.000
16,38,0.400
16,39,0.000
16,40,0.200
16,41,0.000
16,42,0.000
16,43,0.000
16,44,0.000
16,45,0.000
16,46,0.000
16,47,0.000
16,48,0.000
16,49,0.000
16,50,0.000
16,51,0.000
16,52,0.200
16,53,0.600
16,54,0.200
16,55,0.000
16,56,0.000
16,57,0.000
16,58,0.200
16,59,0.000
16,60,0.000
16,61,0.000
16,62,0.000
16,63,0.400
16,64,0.000
16,65,0.400
16,66,0.000
16,67,0.000
16,68,0.000
16,69,0.000
16,70,0.800
16,71,0.000
16,72,0.000
16,73,0.000
16,74,0.000
16,75,0.000
16,76,0.400
16,77,0.400
16,78,0.200
16,79,0.200
16,80,0.000
16,81,0.200
16,82,0.600
16,83,1.000
16,84,0.200
16,85,0.000
16,86,0.400
16,87,0.000
16,88,0.400
16,89,0.000
16,90,0.000
16,91,0.000
16,92,0.000
16,93,0.000
16,94,0.000
16,95,0.000
16,96,0.000
16,97,0.000
16,98,0.000
16,99,0.600
16,100,0.000
16,101,0.000
16,102,0.000
16,103,0.000
16,104,0.000
16,105,0.000
16,106,0.000
16,107,0.400
16,108,0.400
16,109,0.200
16,110,0.200
16,111,0.200
16,112,0.000
16,113,0.000
16,114,0.000
16,115,0.400
16,116,0.200
16,117,0.200
16,118,0.000
16,119,0.800
16,120,0.200
16,121,0.000
16,122,0.000
16,123,0.400
16,124,0.200
16,125,0.000
16,126,0.400
16,127,0.000
16,128,0.000
16,129,0.000
16,130,0.000
16,131,0.000
16,132,0.000
16,133,0.000
16,134,0.000
16,135,0.000
16,136,0.000
16,137,0.000
16,138,0.000
16,139,0.200
16,140,0.000
16,141,0.200
16,142,0.200
16,143,0.000
16,144,0.000
16,145,0.000
16,146,0.200
16,147,0.000
16,148,0.400
16,149,0.000
16,150,0.000
16,151,0.000
16,152,0.000
16,153,0.000
16,154,0.000
16,155,0.000
16,156,0.000
16,157,0.000
16,158,0.000
16,159,0.000
16,160,0.000
17,1,0.400
17,2,0.800
17,3,0.400
17,4,0.000
17,5,0.000
17,6,0.000
17,7,0.000
17,8,0.000
17,9,0.400
17,10,0.400
17,11,0.600
17,12,0.200
17,13,0.000
17,14,0.200
17,15,0.000
17,16,0.000
17,17,0.600
17,18,0.000
17,19,0.400
17,20,0.000
17,21,0.400
17,22,0.400
17,23,0.200
17,24,0.400
17,25,0.200
17,26,0.200
17,27,0.000
17,28,0.000
17,29,0.000
17,30,0.200
17,31,0.000
17,32,0.400
17,33,0.400
17,34,0.800
17,35,0.400
17,36,0.200
17,37,0.000
17,38,0.000
17,39,0.000
17,40,0.600
17,41,0.200
17,42,0.200
17,43,0.000
17,44,1.000
17,45,0.000
17,46,0.400
17,47,0.000
17,48,0.000
17,49,0.800
17,50,0.000
17,51,0.400
17,52,0.200
17,53,0.600
17,54,0.000
17,55,0.200
17,56,0.400
17,57,0.400
17,58,0.000
17,59,0.000
17,60,0.800
17,61,0.000
17,62,0.000
17,63,0.000
17,64,0.000
17,65,0.000
17,66,0.200
17,67,0.000
17,68,0.800
17,69,0.000
17,70,0.200
17,71,0.400
17,72,0.600
17,73,0.200
17,74,0.000
17,75,0.000
17,76,0.200
17,77,0.000
17,78,0.000
17,79,0.200
17,80,0.600
17,81,0.600
17,82,0.000
17,83,0.200
17,84,0.000
17,85,1.200
17,86,0.000
17,87,0.000
17,88,0.000
17,89,0.400
17,90,0.000
17,91,0.000
17,92,0.400
17,93,0.000
17,94,0.200
17,95,0.200
17,96,0.200
17,97,0.600
17,98,0.000
17,99,0.000
17,100,0.000
17,101,0.600
17,102,0.000
17,103,0.200
17,104,0.200
17,105,1.000
17,106,0.000
17,107,0.000
17,108,0.200
17,109,0.000
17,110,0.000
17,111,0.000
17,112,0.200
17,113,0.000
17,114,0.000
17,115,0.000
17,116,0.000
17,117,0.400
17,118,0.200
17,119,0.400
17,120,0.200
17,121,0.000
17,122,0.000
17,123,0.000
17,124,0.000
17,125,0.000
17,126,0.000
17,127,0.000
17,128,0.000
17,129,0.000
17,130,0.200
17,131,0.000
17,132,0.000
17,133,0.000
17,134,0.000
17,135,0.200
17,136,0.000
17,137,0.400
17,138,0.000
17,139,0.200
17,140,0.200
17,141,0.000
17,142,0.000
17,143,0.000
17,144,0.200
17,145,0.200
17,146,0.200
17,147,0.000
17,148,0.000
17,149,0.000
17,150,0.200
17,151,0.000
17,152,0.000
17,153,0.000
17,154,0.000
17,155,0.000
17,156,0.000
17,157,0.000
17,158,0.000
17,159,0.000
17,160,0.000
17,161,0.000
17,162,0.000
17,163,0.000
17,164,0.000
17,165,0.000
17,166,0.000
17,167,0.000
17,168,0.000
17,169,0.000
17,170,0.000
18,1,0.000
18,2,0.200
18,3,0.600
18,4,0.000
18,5,0.000
18,6,0.000
18,7,0.200
18,8,0.200
18,9,0.000
18,10,0.400
18,11,0.000
18,12,0.200
18,13,0.200
18,14,0.000
18,15,0.000
18,16,0.600
18,17,0.000
18,18,0.600
18,19,0.000
18,20,0.600
18,21,0.400
18,22,0.000
18,23,0.000
18,24,0.000
18,25,0.000
18,26,0.600
18,27,0.200
18,28,0.600
18,29,0.200
18,30,0.000
18,31,0.000
18,32,0.200
18,33,0.000
18,34,0.000
18,35,0.200
18,36,0.400
18,37,1.000
18,38,0.000
18,39,1.200
18,40,0.000
18,41,0.600
18,42,0.000
18,43,0.400
18,44,0.000
18,45,0.000
18,46,1.000
18,47,0.000
18,48,0.400
18,49,0.200
18,50,0.400
18,51,0.200
18,52,0.000
18,53,0.000
18,54,0.400
18,55,0.000
18,56,0.400
18,57,0.000
18,58,0.000
18,59,0.000
18,60,0.000
18,61,0.000
18,62,0.400
18,63,0.000
18,64,0.000
18,65,0.000
18,66,0.400
18,67,0.000
18,68,0.200
18,69,0.200
18,70,0.000
18,71,0.000
18,72,0.400
18,73,0.200
18,74,0.000
18,75,0.200
18,76,0.600
18,77,0.600
18,78,0.400
18,79,0.200
18,80,0.800
18,81,0.000
18,82,0.200
18,83,0.000
18,84,0.000
18,85,0.400
18,86,0.000
18,87,0.000
18,88,0.000
18,89,0.200
18,90,1.000
18,91,0.000
18,92,0.000
18,93,0.400
18,94,0.000
18,95,0.400
18,96,0.400
18,97,0.000
18,98,0.200
18,99,0.000
18,100,0.200
18,101,0.600
18,102,0.000
18,103,0.200
18,104,0.400
18,105,0.200
18,106,0.400
18,107,0.000
18,108,0.400
18,109,0.000
18,110,0.000
18,111,0.000
18,112,0.400
18,113,0.400
18,114,0.000
18,115,0.200
18,116,0.200
18,117,0.000
18,118,0.000
18,119,0.000
18,120,0.400
18,121,0.200
18,122,0.000
18,123,0.000
18,124,0.000
18,125,0.000
18,126,0.200
18,127,0.000
18,128,0.000
18,129,0.400
18,130,0.000
18,131,0.000
18,132,0.000
18,133,0.000
18,134,0.200
18,135,0.000
18,136,0.000
18,137,0.400
18,138,0.200
18,139,0.000
18,140,0.200
18,141,0.000
18,142,0.000
18,143,0.000
18,144,0.000
18,145,0.000
18,146,0.000
18,147,0.000
18,148,0.200
18,149,0.000
18,150,0.000
18,151,0.000
18,152,0.000
18,153,0.000
18,154,0.200
18,155,0.000
18,156,0.200
18,157,0.000
18,158,0.000
18,159,0.000
18,160,0.200
18,161,0.000
18,162,0.000
18,163,0.000
18,164,0.000
18,165,0.000
18,166,0.000
18,167,0.000
18,168,0.000
18,169,0.200
18,170,0.400
18,171,0.400
18,172,0.000
18,173,0.200
18,174,0.000
18,175,0.200
18,176,0.200
18,177,0.000
18,178,0.000
18,179,0.000
18,180,0.000
19,1,0.000
19,2,0.000
19,3,0.000
19,4,0.200
19,5,0.400
19,6,0.000
19,7,0.000
19,8,0.400
19,9,0.000
19,10,0.000
19,11,0.000
19,12,0.000
19,13,0.000
19,14,0.000
19,15,0.600
19,16,0.000
19,17,0.400
19,18,0.400
19,19,0.400
19,20,0.600
19,21,0.400
19,22,0.000
19,23,0.400
19,24,0.000
19,25,0.000
19,26,0.000
19,27,0.200
19,28,0.200
19,29,0.200
19,30,0.000
19,31,0.000
19,32,0.400
19,33,0.400
19,34,0.000
19,35,0.400
19,36,0.200
19,37,0.000
19,38,0.600
